AMP ID,Objective,Organizations and Project ID,Project Description,Project Title,Status,Actual Completion Date,Actual Start Date,Original Completion Date,Proposed Start Date,Country,District,Implementation Level,Region,Zone,Donor Agency,Donor Group,Donor Type,Financing Instrument,Funding Organization Id,Funding Status,Type Of Assistance,Primary Sector,Primary Sector Sub-Sector,Primary Sector Sub-Sub-Sector,Secondary Sector,Secondary Sector Sub-Sector,Secondary Sector Sub-Sub-Sector,Responsible Organization,National Planning Objectives,National Planning Objectives Level 1,National Planning Objectives Level 2,National Planning Objectives Level 3,Proposed Project Amount,2005 Actual Commitments,2005 Actual Disbursements,2005 Planned Commitments,2005 Planned Disbursements,2006 Actual Commitments,2006 Actual Disbursements,2006 Planned Commitments,2006 Planned Disbursements,2007 Actual Commitments,2007 Actual Disbursements,2007 Planned Commitments,2007 Planned Disbursements,2008 Actual Commitments,2008 Actual Disbursements,2008 Planned Commitments,2008 Planned Disbursements,2009 Actual Commitments,2009 Actual Disbursements,2009 Planned Commitments,2009 Planned Disbursements,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned Disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned Disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned Disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned Disbursements,2014 Actual Commitments,2014 Actual Disbursements,2014 Planned Commitments,2014 Planned Disbursements,2015 Actual Commitments,2015 Actual Disbursements,2015 Planned Commitments,2015 Planned Disbursements,Actual Commitments,Actual Disbursements,Planned Commitments,Planned Disbursements
  872833419, ,7F-00464.07 (Suisse), ,Appui à l'ONG APDI Moyen Chari,Ongoing,,01/07/2013,30/06/2016,01/07/2013,Chad, ,National, , ,Suisse,Suisse,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,AUTRES ACTIVITES DE SERVICES AUX MENAGES,Activités de services personnels et collectifs,400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE,430 - Autres multi secteurs, , ,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.5 Protection sociale, promotion de l'équité et de l'égalité du genre","2.5.1 Protection sociale, promotion de l’équité et de l’égalité du genre", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575000,372750,0,0,0,0,0,446007.173,1575000,372750,0,446007.173
  872833421, ,7F-00465.07 (Suisse), ,Appui à l'ONG MODEL Logone,Ongoing,,01/09/2014,31/08/2015,01/09/2014,Chad, ,National, , ,Suisse,Suisse,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,AUTRES ACTIVITES DE SERVICES AUX MENAGES,Activités de services personnels et collectifs,400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE,430 - Autres multi secteurs, , ,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.5 Protection sociale, promotion de l'équité et de l'égalité du genre","2.5.1 Protection sociale, promotion de l’équité et de l’égalité du genre", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199500,126000,0,0,0,0,0,69378.893,199500,126000,0,69378.893
  872833422, ,7F-05841.02 (Suisse), ,Appui à l'ONG APRODID Mandoul,Ongoing,,01/07/2014,30/06/2015,01/07/2014,Chad, ,National, , ,Suisse,Suisse,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,AUTRES ACTIVITES DE SERVICES AUX MENAGES,Activités de services personnels et collectifs,400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE,430 - Autres multi secteurs, , ,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.5 Protection sociale, promotion de l'équité et de l'égalité du genre","2.5.1 Protection sociale, promotion de l’équité et de l’égalité du genre", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202125,0,0,0,0,0,0,0,0,0,0,57237.587,202125,0,0,57237.587
  872833423, ,7F-06649.03 (Suisse), ,"Promotion Mutuelles de santé, phase 3",Planned,,,30/06/2019,01/07/2016,Chad, ,National, , ,Suisse,Suisse,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,SANTE ET ACTION SOCIALE,Activités de santé humaine et d'action sociale,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,"121 - Santé, général", ,Santé Publique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales",2.2 Santé,2.2.1 Santé, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  872833424, ,7F-07234.02 (Suisse), ,Autonomisation des ONG ex PDR (mandat AFC),Ongoing,,03/01/2012,30/11/2014,03/01/2012,Chad, ,National, , ,Suisse,Suisse,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,AUTRES ACTIVITES DE SERVICES AUX MENAGES,Activités de services personnels et collectifs,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,160 - INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,16010 - Services sociaux, ,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales", , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173500,0,0,0,0,625016.984,0,0,0,0,0,0,2173500,625016.984,0,0
  872833425, , , ,Appui à la politique sectorielle des transports 10ème FED,Ongoing,,10/12/2011,12/09/2018,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR TERTIAIRE,Infrastructures & Transports, , , , ,"Infrastructures, Transports et Aviation Civile",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.1 Infrastructures/Transports,94457822.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94457822.4,0,0,0,0,0,0,0,0,0,0,0,0,673518.252,0,11137980.173,0,0,0,17666903.224,94457822.4,673518.252,0,28804883.397
  872833426, ,7F-07801.01 (Suisse), ,"Cartographie des ressources en eau (ResEau), phase 1 (mandat UNOSAT/UNITAR)",Ongoing,,01/01/2011,30/06/2015,01/01/2011,Chad, ,National, , ," - Etat
 - Suisse"," - Gouvernement
 - Suisse"," - Bilatéral
 - Gouvernement","Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR SECONDAIRE,"PRODUCTION ET DISTRIBUTION ELECTRICITE, GAZ ET EAU",Production et distribution d'électricité gaz et eau,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,140 - EAU ET ASSAINISSEMENT,14030 - Approvisionnement en eau potable et assainissement - dispositifs de base,Elevage et Hydraulique,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.5 Recherche et développement (R&D),1.5.1 Recherche et développement (R&D), ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4818450,0,0,0,0,1012466.332,0,643386.161,0,0,0,140343.59,4818450,1012466.332,0,783729.751
  872833427, ,7F-07801.02 (Suisse), ,"Cartographie des ressources en eau (ResEau), phase 2",Planned,,,31/12/2017,01/07/2015,Chad, ,National, , ," - Etat
 - Suisse"," - Gouvernement
 - Suisse"," - Bilatéral
 - Gouvernement","Aides, Dons & Subventions", ,Financement en Négociation,Don,SECTEUR SECONDAIRE,"PRODUCTION ET DISTRIBUTION ELECTRICITE, GAZ ET EAU",Production et distribution d'électricité gaz et eau,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,140 - EAU ET ASSAINISSEMENT,14030 - Approvisionnement en eau potable et assainissement - dispositifs de base,Elevage et Hydraulique,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.5 Recherche et développement (R&D),1.5.1 Recherche et développement (R&D), ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4460071.738,1486690.579,0,0,4460071.738,1486690.579
  872833428, , , ,Initiative OMD - eau 10ème FED,Ongoing,,28/05/2013,27/05/2019,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Hydraulique Urbaine & Assainissement, , , , ,Elevage et Hydraulique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.4 Eau potable, hygiène et assainissement", ,38045511.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38045511.8,0,0,0,0,304364.094,0,538989.546,0,0,0,13194681.708,38045511.8,304364.094,0,13733671.254
  872833430, ,7F-07837.02 (Suisse), ,"Promotion qualité de l'éducation de base (ProQEB), phase 2 (mandat Enfants du Monde)",Ongoing,,01/07/2014,31/12/2017,01/07/2014,Chad, ,National, , ," - Etat
 - Suisse"," - Gouvernement
 - Suisse"," - Bilatéral
 - Gouvernement","Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,EDUCATION,Education,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,110 - Education,"111 - Education, niveau non specifie",Education Nationale,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.5 Recherche et développement (R&D),1.5.1 Recherche et développement (R&D), ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11964085.122,1851129.555,0,0,0,0,0,3916934.113,11964085.122,1851129.555,0,3916934.113
  872833431, , , ,Programme d'appui à Eau Potable et Assainissement 10ème FED - Phase 2,Ongoing,,28/05/2013,27/05/2020,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Hydraulique Urbaine & Assainissement, , , , ,Elevage et Hydraulique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.4 Eau potable, hygiène et assainissement", ,74779109.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74779109.4,0,0,0,0,0,0,2789373.24,0,0,0,21147000.587,74779109.4,0,0,23936373.827
  872833432, ,7F-08513.01 (Suisse), ,Stabilisation des communautés tchadiennes avec migrants de retour de Libye (mandat OIM),Ongoing,,01/12/2012,31/03/2015,01/12/2012,Chad, ,National, , ,Suisse,Suisse,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Administration et Sécurité Publique, ,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,"152 - Prévention et règlement des conflits, paix et sécurité","15220 - Dispositifs civils de construction de la paix, et de prévention et de règlement des conflits","Action Sociale, Solidarité Nationale & Famille",Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,"4.3 Promotion des droits humains, de la paix et de la cohésion sociale","4.3.1 Promotion des droits humains, de la paix et de la cohésion sociale", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2986200,0,0,0,0,698250,0,0,0,0,0,36374.362,2986200,698250,0,36374.362
  87283360, ,7F-08691.01 (Suisse), ,"Projet de la Relance de la filière ""Semence"" - Opérationnalisation de la filière semencière, phase 1 (mandat GIZ)",Ongoing,,01/03/2013,31/03/2018,01/03/2013,Chad, ,National, , ,Suisse,Suisse,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR SECONDAIRE,"FABRICATION DE PRODUITS ALIMENTAIRES, DE BOISSONS, ET DE TABAC",Fabrication de produits à base de céréales,300 - SECTEURS DE LA PRODUCTION,311 - AGRICULTURE,31161 - Production agricole,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720000,0,0,0,0,1041699.844,0,713149.026,0,0,0,1709347.272,6720000,1041699.844,0,2422496.298
  872833437, , , ,Divers ONGs - production agricole,Planned,,,,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,Hydraulique Rurale et Agricole, , , , , ,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.1 Eau productive, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477585.673,0,0,0,1167180.12,0,0,0,1644765.793
  872833438, , , ,ONG production ligneuse,Planned,,,,,Chad, ,National, , ,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", , ,Don,SECTEUR SECONDAIRE,"FABRICATION DE PRODUITS ALIMENTAIRES, DE BOISSONS, ET DE TABAC", , , , , ,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.5 Production ligneuse et non ligneuse, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477585.673,0,0,0,1167180.12,0,0,0,1644765.793
  872833444, ,GCP/CHD/479/AFB (FAO), ,Renforcement de la contribution des produits forestiers non ligneux (PFNL) à la sécurité alimentaire,Ongoing,,01/06/2014,01/06/2016,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral," - Aides, Dons & Subventions
 - Assistance Technique", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.5 Production ligneuse et non ligneuse, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845012,0,0,195922,0,0,0,400000,845012,0,0,595922
  872833446, ,OSRO/CHD/402/CHA (FAO),Projet 16- Intensification et diversification de la production végétale,Protection and mixed solution for internal displaced person in Eastern of Chad,Ongoing,,01/07/2013,31/12/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299573,0,0,0,0,31630,0,267943,0,0,0,0,299573,31630,0,267943
  872833447, ,OSRO/CHD/308/EC (FAO), ,Protection et mise en œuvre participative des cuvettes oasiennes du Kanem,Ongoing,,01/02/2014,31/01/2016,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Agriculture et Environnement,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,"3.2 Aménagement du territoire en milieu rural, urbain et périurbain","3.2.1 Aménagement du territoire en milieu rural, urbain et périurbain", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700438,132852,0,189195,0,0,0,204000,700438,132852,0,393195
  872833448, ,OSRO/CHD/404/EC (FAO),Projet 24- Financement des micro-projets,Appui aux activités socio-économique et de renforcement de la résilience des populations retournés de Libye et des communautés d'accueil du Kanem,Ongoing,,01/05/2014,31/05/2016,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE, , , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.2 Création d'Emploi et formation,1.2.1 Création d’Emploi et formation, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823468.626,159295,0,569755,0,0,0,807600,1823468.626,159295,0,1377355
  872833449, , ,Projet 19- Fonds de sécurisation du bétail,Appui d'urgence à l'amélioration de la santé animale au profit des réfugiés et retournés de la RCA et populations autochtones,Under Study,,01/09/2014,31/12/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Elevage et Hydraulique,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.3 Productions animales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,3500000,0,0,0
  872833450, ,UTF/CEE/001/CEE (FAO),Projet 16- Intensification et diversification de la production végétale,Appui à la CEEAC pour la mise en œuvre du processus PDDAA en Afrique Centrale,Ongoing,,30/11/2013,30/11/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral," - Aides, Dons & Subventions
 - Assistance Technique", ,Financement Acquis,Don,SECTEUR QUATERNAIRE, , , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.5 Recherche et développement (R&D),1.5.1 Recherche et développement (R&D), ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154847,0,0,0,0,0,0,0,0,0,0,0,154847,0,0,0
  872833451, ,UTF/CAC/001/CAC (FAO),Projet 25- Etudes d'impact environ. et social - Audit environementale,Système de surveillance et de MNV nationaux avec une approche régionale pour les pays du Bassin du Congo,Closed,,01/08/2012,01/07/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral," - Aides, Dons & Subventions
 - Assistance Technique", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Agriculture et Environnement,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,"3.2 Aménagement du territoire en milieu rural, urbain et périurbain","3.2.1 Aménagement du territoire en milieu rural, urbain et périurbain", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806962,0,0,0
  872833453, ,OSRO/CHD/207/SWE (FAO),Projet 25- Etudes d'impact environ. et social - Audit environementale,Regional Programme for local capacity building in Disaster Risk Management (DRM) in West Africa and in the Sahel,Ongoing,,01/07/2012,01/08/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE, , , , , ,Elevage et Hydraulique,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,3.3 Prévention et gestion des risques et catastrophes naturelles,3.3.1 Prévention et gestion des risques et catastrophes naturelles, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,133705,0,16295,0,0,0,0,150000,133705,0,16295
  872833454, ,OSRO/CHD/403/EU (FAO),Projet 16- Intensification et diversification de la production végétale,Appui à l'amélioration des impacts des interventions humanitaire dans le secteur de sécurité alimentaire,Ongoing,,01/07/2014,01/12/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Etat,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366847,40356,0,163244,0,0,0,163246,366847,40356,0,326490
  872833455, ,OSRO/CHD/407/FRA (FAO), ,Appui à la production maraîchère au profit des réfugiés et retournés de la République Centrafricaine au Sud du Tchad,Ongoing,,01/10/2014,01/03/2015,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592886,0,0,415020,0,0,0,177866,592886,0,0,592886
  872833456, ," - OSRO/CHD/405/SWE (FAO)
 - OSRO/CHD/406/USA (FAO)", ,Building the resilience of vulnerable populations affected by multifaceted crises in Chad,Ongoing,,01/06/2014,01/05/2015,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705294,5170,0,693009,0,0,0,323755,2705294,5170,0,1016764
  872833457, ,GLO/102/MUL (FAO),Projet 31- Amélioration de l'état nutritionnel et sanitaire des population,"Building capacity for better food and nutrition security programming in emergency and rehabilitation contexts through improved seed system assessment, enhanced integration of nutrition and strengthened accountability to affected populations.",Ongoing,,01/07/2014,01/12/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000,36425,0,48575,0,0,0,0,85000,36425,0,48575
  872833458, ,OSRO/CHD/305/CHA (FAO),Projet 16- Intensification et diversification de la production végétale,"Projet d'urgence de sécurité alimentaire de protection des moyens d'existence et de production agricole et d'élevage des ménages les plus vulnérables de la bande sahélienne et des populations réfugiées, déplacées et hôtes affectées",Ongoing,,01/09/2013,01/04/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974064,0,0,0,0,662873,0,311191,0,0,0,0,974064,662873,0,311191
  872833462, ,OSRO/CHD/312/BEL (FAO),Projet 16- Intensification et diversification de la production végétale,"Préparation et renforcement des moyens d'existence des ménages vulnérables face aux risques de catastrophes au Niger, sénégal et Tchad",Ongoing,,01/08/2013,01/04/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE, , , , , ,Agriculture et Environnement,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,3.3 Prévention et gestion des risques et catastrophes naturelles,3.3.1 Prévention et gestion des risques et catastrophes naturelles, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393574.2,0,0,0,0,244473.861,0,273315.003,0,0,0,0,393574.2,244473.861,0,273315.003
  872833445, ,OSRO/CHD/401/CHA (FAO),Projet 30- Développement de stockage communautaire,Appui à la reconstitution des stocks céréaliers en faveur des ménages de la Bande Sahélienne affectés par la mauvaise campagne agricole 2013/2014,Ongoing,,01/03/2014,31/12/2014,,Chad, ,National, , ,FAO,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE", , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199806,987097,0,212709,0,0,0,0,1199806,987097,0,212709
